Cand_Id,Cand_Incumbent_Challenger_Open_Seat,Cand_Name,Cand_Office,Cand_State,GE WINNER INDICATOR,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Total_Disbursement,Total_Receipt,year,top_individual_contribution,top_total_disbursement,top_other_comm_contribution,top_party_comm_contribution,in_state,incumbent,open,Cand_Party_Affiliation_DEM,Cand_Party_Affiliation_OTHER,Cand_Party_Affiliation_REP,Cand_Office_St_AK,Cand_Office_St_AL,Cand_Office_St_AR,Cand_Office_St_AZ,Cand_Office_St_CA,Cand_Office_St_CO,Cand_Office_St_CT,Cand_Office_St_DE,Cand_Office_St_FL,Cand_Office_St_GA,Cand_Office_St_HI,Cand_Office_St_IA,Cand_Office_St_ID,Cand_Office_St_IL,Cand_Office_St_IN,Cand_Office_St_KS,Cand_Office_St_KY,Cand_Office_St_LA,Cand_Office_St_MA,Cand_Office_St_MD,Cand_Office_St_ME,Cand_Office_St_MI,Cand_Office_St_MN,Cand_Office_St_MO,Cand_Office_St_MS,Cand_Office_St_MT,Cand_Office_St_NC,Cand_Office_St_ND,Cand_Office_St_NE,Cand_Office_St_NH,Cand_Office_St_NJ,Cand_Office_St_NM,Cand_Office_St_NV,Cand_Office_St_NY,Cand_Office_St_OH,Cand_Office_St_OK,Cand_Office_St_OR,Cand_Office_St_PA,Cand_Office_St_RI,Cand_Office_St_SC,Cand_Office_St_SD,Cand_Office_St_TN,Cand_Office_St_TX,Cand_Office_St_UT,Cand_Office_St_VA,Cand_Office_St_VT,Cand_Office_St_WA,Cand_Office_St_WI,Cand_Office_St_WV,Cand_Office_St_WY
S0AK00170,CHALLENGER,"HANDY, FRED EVERETTE",S,AK,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00162,CHALLENGER,"HILL, SID",S,AK,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00147,CHALLENGER,"KERN, JACOB SETH",S,AK,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00139,CHALLENGER,"MCADAMS, SCOTT",S,AK,0,1089538.0,161440.0,49100.0,1268031.0,1331272.0,2010,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00121,CHALLENGER,"MILLER, JOSEPH W",S,AK,0,2778595.0,232025.0,0.0,1497872.0,3367483.0,2010,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00121,CHALLENGER,"MILLER, JOSEPH W",S,AK,0,2778595.0,232025.0,0.0,1497872.0,3367483.0,2010,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00099,INCUMBENT,"MURKOWSKI, LISA",S,AK,1,1862362.0,1772682.0,0.0,4113372.0,4072428.0,2010,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AK00099,INCUMBENT,"MURKOWSKI, LISA",S,AK,0,1862362.0,1772682.0,0.0,4113372.0,4072428.0,2010,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AK00097,CHALLENGER,"VONDERSAAR, FRANK J",S,AK,0,0.0,0.0,0.0,1048.0,1049.0,2010,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AL00164,CHALLENGER,"BARNES, WILLIAM G.",S,AL,0,2360.0,1000.0,2500.0,5871.0,5870.0,2010,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AL00172,CHALLENGER,"DE MOORE, SIMONE D.",S,AL,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AL00180,CHALLENGER,"MOSER, N.C. 'CLINT'",S,AL,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6AL00013,INCUMBENT,"SHELBY, RICHARD C",S,AL,1,3022123.0,1671200.0,0.0,1508102.0,5283762.0,2010,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00143,CHALLENGER,"ALEXANDER, JOHN RANDALL (RANDY)",S,AR,0,44271.0,0.0,0.0,40494.0,44271.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00077,CHALLENGER,"BAKER, GILBERT",S,AR,0,1008109.0,27850.0,0.0,1050194.0,1050196.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00150,CHALLENGER,"BOOZMAN, JOHN",S,AR,1,2462986.0,580563.0,58850.0,3666977.0,3680708.0,2010,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00036,CHALLENGER,"COLEMAN, CURTIS",S,AR,0,159473.0,0.0,0.0,217242.0,223490.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00051,CHALLENGER,"COX, THOMAS F",S,AR,0,64572.0,0.0,0.0,71996.0,72546.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00135,CHALLENGER,"DROWN, RONALD TREVOR",S,AR,0,18194.0,0.0,0.0,38691.0,44656.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00119,CHALLENGER,"FRIZZELL, EDWARD DALE",S,AR,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00184,CHALLENGER,"GRAY, JOHN",S,AR,0,2508.0,0.0,100.0,4127.0,4448.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00168,CHALLENGER,"HALTER, WILLIAM A",S,AR,0,3856256.0,293885.0,0.0,4227481.0,4232144.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00085,CHALLENGER,"HENDREN, KIM DEXTER",S,AR,0,16506.0,0.0,0.0,221503.0,221506.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00192,CHALLENGER,"HERCHER, STEPHAN FRANK",S,AR,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AR00046,CHALLENGER,"HOLT, JIM",S,AR,0,146870.0,0.0,400.0,147261.0,148276.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8AR00112,INCUMBENT,"LINCOLN, BLANCHE L",S,AR,0,6134706.0,4368642.0,52750.0,11545776.0,10752803.0,2010,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00176,CHALLENGER,"MORRISON, DANIEL COCHCRAN 'DC'",S,AR,0,8600.0,0.0,0.0,15594.0,26824.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00101,CHALLENGER,"PRITT, ANDREW DREW",S,AR,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00044,CHALLENGER,"RAMEY, FRED",S,AR,0,9017.0,0.0,0.0,49221.0,46583.12,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00127,CHALLENGER,"REED, STANLEY E",S,AR,0,0.0,0.0,0.0,33401.0,33401.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00069,CHALLENGER,"REYNOLDS, CONRAD EARL",S,AR,0,112360.0,20.0,0.0,165388.0,165491.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AR00093,CHALLENGER,"ROGERS, BUDDY (HILUARD G)",S,AR,0,3200.0,0.0,0.0,14616.0,14616.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6AZ00191,CHALLENGER,"CAPLETTE, RAY",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00327,CHALLENGER,"CHAVEZ, SANTOS",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6AZ00134,CHALLENGER,"CLARK, LEONARD A",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00236,CHALLENGER,"CRUZADO, LOUIS MICHAEL",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00194,CHALLENGER,"DEAKIN, JIMMIE LEE JR",S,AZ,0,70333.0,0.0,0.0,70066.0,71481.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00293,CHALLENGER,"DOUGHERTY, JOHN E III",S,AZ,0,136136.0,0.0,0.0,154893.0,165216.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00335,CHALLENGER,"DUDIKOFF, SYDNEY",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4AZ00055,CHALLENGER,"EDEN, CATHERINE ROSE",S,AZ,0,109306.0,5000.0,0.0,166705.0,166706.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00186,CHALLENGER,"GARCIA, RODOLFO RUDY",S,AZ,0,6950.0,0.0,0.0,43400.0,45228.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00244,CHALLENGER,"GILYEAT, IAN",S,AZ,0,9805.0,0.0,0.0,25749.0,24939.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00269,CHALLENGER,"GLASSMAN, RODNEY BRITZ",S,AZ,0,841364.0,62850.0,500.0,1401586.0,1406934.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00251,CHALLENGER,"HAYWORTH, JD",S,AZ,0,3020866.0,35375.0,0.0,2963034.0,3070642.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00210,CHALLENGER,"HUFF, JOSEPH",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00285,CHALLENGER,"JOSLYN, JERRY",S,AZ,0,557.0,0.0,100.0,7472.0,7557.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00319,CHALLENGER,"KOLLER, WILLIAM JOHN",S,AZ,0,0.0,0.0,0.0,25.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00228,CHALLENGER,"LUNDY, WILLIAM",S,AZ,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6AZ00019,INCUMBENT,"MCCAIN, JOHN S",S,AZ,1,5905290.0,970550.0,0.0,20490726.0,18426347.0,2010,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00301,CHALLENGER,"NOLAN, DAVID F",S,AZ,0,8861.0,200.0,0.0,8684.0,9440.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00277,CHALLENGER,"PARRAZ, RANDY ALAN",S,AZ,0,128302.0,28000.0,10000.0,158708.0,158707.0,2010,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00202,CHALLENGER,"SIMCOX, CHRIS",S,AZ,0,110277.0,3400.0,0.0,113536.0,113877.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0AZ00152,CHALLENGER,"STARKY, STUART M",S,AZ,0,245.0,0.0,0.0,245.0,245.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2CA00286,INCUMBENT,"BOXER, BARBARA",S,CA,1,9862313.0,1325426.0,42600.0,6039396.0,13006222.0,2010,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2CA00351,CHALLENGER,"CAMPBELL, TOM",S,CA,0,3070568.0,45100.0,0.0,3136156.0,3136156.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2CA00591,CHALLENGER,"CARROLL, JERRY LEON",S,CA,0,0.0,0.0,0.0,180.0,180.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00298,CHALLENGER,"DEVORE, CHUCK",S,CA,0,2566824.0,46465.0,200.0,2695215.0,2682901.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CA00357,CHALLENGER,"FEINLAND, MARSHA",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00330,CHALLENGER,"FIORINA, CARLY",S,CA,0,11628955.0,935015.0,44791.0,22635900.0,22705617.0,2010,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00348,CHALLENGER,"GOLDBERG, NEIL BRIAN",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00322,CHALLENGER,"GREYCLANUS, STEVEN SAMUEL",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4CA00332,CHALLENGER,"GRUNDMANN, DON J.",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00405,CHALLENGER,"HARRIS, JAMES E.",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6CA00477,CHALLENGER,"KALEMKARIAN, TIMOTHY CHARLES",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00363,CHALLENGER,"KAUS, ROBERT MICHAEL",S,CA,0,60191.0,0.0,0.0,62291.0,60191.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00413,CHALLENGER,"KUGLER, HANS J.",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8CA00283,CHALLENGER,"LIGHTFOOT, GAIL K",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00371,CHALLENGER,"NOONAN, EDWARD C",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00355,CHALLENGER,"QUINTANA, BRIAN",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00306,CHALLENGER,"RAMIREZ, AL",S,CA,0,14300.0,0.0,0.0,20968.0,21447.0,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0CA00397,CHALLENGER,"ROBERTS, DUANE J",S,CA,0,0.0,0.0,0.0,0.0,0.0,2010,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
